,loss,accuracy,val_loss,val_accuracy,training_time
0,1.4978201389312744,0.3932291865348816,1.2875933647155762,0.5112537145614624,1087.3288414478302
1,1.2840665578842163,0.4994290769100189,1.28154718875885,0.5105096697807312,1087.3288414478302
2,1.2608028650283813,0.5030667185783386,1.2840484380722046,0.5090215802192688,1087.3288414478302
3,1.2489064931869507,0.5085475444793701,1.2753390073776245,0.5098586678504944,1087.3288414478302
4,1.2428723573684692,0.509314239025116,1.258127212524414,0.5106956958770752,1087.3288414478302
5,1.2360159158706665,0.509134829044342,1.2439178228378296,0.5108817219734192,1087.3288414478302
6,1.2324892282485962,0.5102277398109436,1.2263872623443604,0.5105096697807312,1087.3288414478302
7,1.2313350439071655,0.5116958022117615,1.2239296436309814,0.5112537145614624,1087.3288414478302
8,1.2295957803726196,0.5116305947303772,1.224073886871338,0.5130208134651184,1087.3288414478302
9,1.2257758378982544,0.5121851563453674,1.2229912281036377,0.5125558376312256,1087.3288414478302
10,1.2259734869003296,0.5122178196907043,1.2222486734390259,0.5107886791229248,1087.3288414478302
11,1.2256733179092407,0.5126256346702576,1.2236292362213135,0.5119977593421936,1087.3288414478302
12,1.2234885692596436,0.5128213763237,1.2243103981018066,0.512090802192688,1087.3288414478302
13,1.2250235080718994,0.5123156905174255,1.2245959043502808,0.5106027126312256,1087.3288414478302
14,1.2232056856155396,0.5130171179771423,1.2206653356552124,0.5127418041229248,1087.3288414478302
15,1.2197167873382568,0.5154802203178406,1.220799207687378,0.5125558376312256,1087.3288414478302
16,1.2238647937774658,0.5141752362251282,1.2216583490371704,0.5113467574119568,1087.3288414478302
17,1.2207685708999634,0.513343334197998,1.2206276655197144,0.5132068395614624,1087.3288414478302
18,1.2218655347824097,0.5142405033111572,1.2203537225723267,0.51171875,1087.3288414478302
19,1.2205517292022705,0.5130986571311951,1.2192378044128418,0.511904776096344,1087.3288414478302
20,1.219577431678772,0.5134412050247192,1.2188684940338135,0.5106956958770752,1087.3288414478302
21,1.2204047441482544,0.5139632225036621,1.2198611497879028,0.5125558376312256,1087.3288414478302
22,1.2193189859390259,0.5137511491775513,1.2189526557922363,0.5118117928504944,1087.3288414478302
23,1.2172948122024536,0.5154150128364563,1.2198824882507324,0.5123698115348816,1087.3288414478302
24,1.2160264253616333,0.5157575607299805,1.2180348634719849,0.5132998824119568,1087.3288414478302
25,1.220365047454834,0.5131149888038635,1.215815782546997,0.5132068395614624,1087.3288414478302
26,1.2150899171829224,0.5160185098648071,1.215276837348938,0.5125558376312256,1087.3288414478302
27,1.2146083116531372,0.5158227682113647,1.2116960287094116,0.5167410969734192,1087.3288414478302
28,1.2122255563735962,0.5158390998840332,1.2148685455322266,0.5130208134651184,1087.3288414478302
